FLY,VIAL,TIME,CENSUS,TREATMENT,POPULATION,GROUP,CONTINENT
1964,132,9,0,C,AM2,1,AMERICA
1965,132,9,0,C,AM2,1,AMERICA
1966,132,9,0,C,AM2,1,AMERICA
1967,132,9,0,C,AM2,1,AMERICA
1968,132,9,0,C,AM2,1,AMERICA
1969,132,9,0,C,AM2,1,AMERICA
1970,132,9,0,C,AM2,1,AMERICA
1971,132,9,0,C,AM2,1,AMERICA
1972,133,9,1,T,EU1,1,EUROPE
1973,133,9,1,T,EU1,1,EUROPE
1974,133,9,1,T,EU1,1,EUROPE
1975,133,12,1,T,EU1,1,EUROPE
1976,133,12,1,T,EU1,1,EUROPE
1977,133,12,1,T,EU1,1,EUROPE
1978,133,15,0,T,EU1,1,EUROPE
1979,133,15,0,T,EU1,1,EUROPE
1980,133,15,0,T,EU1,1,EUROPE
1981,133,15,0,T,EU1,1,EUROPE
1982,133,15,0,T,EU1,1,EUROPE
1983,133,15,0,T,EU1,1,EUROPE
1984,133,15,0,T,EU1,1,EUROPE
1985,133,15,0,T,EU1,1,EUROPE
1986,133,15,0,T,EU1,1,EUROPE
1987,134,3,1,C,AM1,1,AMERICA
1988,134,3,1,C,AM1,1,AMERICA
1989,134,6,1,C,AM1,1,AMERICA
1990,134,6,0,C,AM1,1,AMERICA
1991,134,15,0,C,AM1,1,AMERICA
1992,134,21,0,C,AM1,1,AMERICA
1993,134,21,0,C,AM1,1,AMERICA
1994,134,21,0,C,AM1,1,AMERICA
1995,134,21,0,C,AM1,1,AMERICA
1996,134,21,0,C,AM1,1,AMERICA
1997,134,21,0,C,AM1,1,AMERICA
1998,134,21,0,C,AM1,1,AMERICA
1999,134,21,0,C,AM1,1,AMERICA
2000,134,21,0,C,AM1,1,AMERICA
2001,134,21,0,C,AM1,1,AMERICA
2002,135,3,1,C,AF1,1,AFRICA
2003,135,15,1,C,AF1,1,AFRICA
2004,135,15,1,C,AF1,1,AFRICA
2005,135,21,0,C,AF1,1,AFRICA
2006,135,21,0,C,AF1,1,AFRICA
2007,135,21,0,C,AF1,1,AFRICA
2008,135,21,0,C,AF1,1,AFRICA
2009,135,21,0,C,AF1,1,AFRICA
2010,135,21,0,C,AF1,1,AFRICA
2011,135,21,0,C,AF1,1,AFRICA
2012,135,21,0,C,AF1,1,AFRICA
2013,135,21,0,C,AF1,1,AFRICA
2014,135,21,0,C,AF1,1,AFRICA
2015,135,21,0,C,AF1,1,AFRICA
2016,135,21,0,C,AF1,1,AFRICA
2017,136,3,1,T,AF1,1,AFRICA
2018,136,3,1,T,AF1,1,AFRICA
2019,136,6,0,T,AF1,1,AFRICA
2020,136,9,1,T,AF1,1,AFRICA
2021,136,9,1,T,AF1,1,AFRICA
2022,136,9,0,T,AF1,1,AFRICA
2023,136,12,1,T,AF1,1,AFRICA
2024,136,12,1,T,AF1,1,AFRICA
2025,136,12,1,T,AF1,1,AFRICA
2026,136,12,1,T,AF1,1,AFRICA
2027,136,12,1,T,AF1,1,AFRICA
2028,136,12,1,T,AF1,1,AFRICA
2029,136,12,1,T,AF1,1,AFRICA
2030,136,15,1,T,AF1,1,AFRICA
2031,136,21,0,T,AF1,1,AFRICA
2032,137,3,1,C,AM2,1,AMERICA
2033,137,3,1,C,AM2,1,AMERICA
2034,137,3,1,C,AM2,1,AMERICA
2035,137,3,1,C,AM2,1,AMERICA
2036,137,15,1,C,AM2,1,AMERICA
2037,137,15,1,C,AM2,1,AMERICA
2038,137,15,0,C,AM2,1,AMERICA
2039,137,18,1,C,AM2,1,AMERICA
2040,137,21,0,C,AM2,1,AMERICA
2041,137,21,0,C,AM2,1,AMERICA
2042,137,21,0,C,AM2,1,AMERICA
2043,137,21,0,C,AM2,1,AMERICA
2044,137,21,0,C,AM2,1,AMERICA
2045,137,21,0,C,AM2,1,AMERICA
2046,137,21,0,C,AM2,1,AMERICA
2047,138,12,1,T,AS2,1,ASIA
2048,138,15,1,T,AS2,1,ASIA
2049,138,15,1,T,AS2,1,ASIA
2050,138,15,1,T,AS2,1,ASIA
2051,138,15,1,T,AS2,1,ASIA
2052,138,15,1,T,AS2,1,ASIA
2053,138,18,0,T,AS2,1,ASIA
2054,138,18,0,T,AS2,1,ASIA
2055,138,18,0,T,AS2,1,ASIA
2056,138,18,0,T,AS2,1,ASIA
2057,138,18,0,T,AS2,1,ASIA
2058,138,18,0,T,AS2,1,ASIA
2059,138,18,0,T,AS2,1,ASIA
2060,138,18,0,T,AS2,1,ASIA
2061,138,18,0,T,AS2,1,ASIA
2062,139,3,1,C,EU2,1,EUROPE
2063,139,3,1,C,EU2,1,EUROPE
2064,139,3,1,C,EU2,1,EUROPE
2065,139,3,1,C,EU2,1,EUROPE
2066,139,12,1,C,EU2,1,EUROPE
2067,139,15,1,C,EU2,1,EUROPE
2068,139,21,0,C,EU2,1,EUROPE
2069,139,21,0,C,EU2,1,EUROPE
2070,139,21,0,C,EU2,1,EUROPE
2071,139,21,0,C,EU2,1,EUROPE
2072,139,21,0,C,EU2,1,EUROPE
2073,139,21,0,C,EU2,1,EUROPE
2074,139,21,0,C,EU2,1,EUROPE
2075,139,21,0,C,EU2,1,EUROPE
2076,139,21,0,C,EU2,1,EUROPE
2077,140,3,1,C,AM1,2,AMERICA
2078,140,6,1,C,AM1,2,AMERICA
2079,140,21,0,C,AM1,2,AMERICA
2080,140,21,0,C,AM1,2,AMERICA
2081,140,21,0,C,AM1,2,AMERICA
2082,140,21,0,C,AM1,2,AMERICA
2083,140,21,0,C,AM1,2,AMERICA
2084,140,21,0,C,AM1,2,AMERICA
2085,140,21,0,C,AM1,2,AMERICA
2086,140,21,0,C,AM1,2,AMERICA
2087,140,21,0,C,AM1,2,AMERICA
2088,140,21,0,C,AM1,2,AMERICA
2089,140,21,0,C,AM1,2,AMERICA
2090,140,21,0,C,AM1,2,AMERICA
2091,140,21,0,C,AM1,2,AMERICA
2092,141,3,1,T,AM2,2,AMERICA
2093,141,9,1,T,AM2,2,AMERICA
2094,141,9,1,T,AM2,2,AMERICA
2095,141,12,1,T,AM2,2,AMERICA
2096,141,12,1,T,AM2,2,AMERICA
2097,141,12,1,T,AM2,2,AMERICA
2098,141,12,1,T,AM2,2,AMERICA
2099,141,12,1,T,AM2,2,AMERICA
2100,141,15,1,T,AM2,2,AMERICA
2101,141,15,1,T,AM2,2,AMERICA
2102,141,15,1,T,AM2,2,AMERICA
2103,141,15,1,T,AM2,2,AMERICA
2104,141,15,1,T,AM2,2,AMERICA
2105,141,18,1,T,AM2,2,AMERICA
2106,141,21,0,T,AM2,2,AMERICA
2107,142,3,1,T,EU1,2,EUROPE
2108,142,6,1,T,EU1,2,EUROPE
2109,142,9,1,T,EU1,2,EUROPE
2110,142,12,1,T,EU1,2,EUROPE
2111,142,12,1,T,EU1,2,EUROPE
2112,142,12,1,T,EU1,2,EUROPE
2113,142,12,1,T,EU1,2,EUROPE
2114,142,12,1,T,EU1,2,EUROPE
2115,142,15,1,T,EU1,2,EUROPE
2116,142,15,1,T,EU1,2,EUROPE
2117,142,15,1,T,EU1,2,EUROPE
2118,142,15,1,T,EU1,2,EUROPE
2119,142,15,1,T,EU1,2,EUROPE
2120,142,15,1,T,EU1,2,EUROPE
2121,142,18,1,T,EU1,2,EUROPE
2122,143,3,1,T,AS1,2,ASIA
2123,143,3,1,T,AS1,2,ASIA
2124,143,3,1,T,AS1,2,ASIA
2125,143,3,1,T,AS1,2,ASIA
2126,143,3,1,T,AS1,2,ASIA
2127,143,6,1,T,AS1,2,ASIA
2128,143,12,1,T,AS1,2,ASIA
2129,143,12,1,T,AS1,2,ASIA
2130,143,12,1,T,AS1,2,ASIA
2131,143,12,1,T,AS1,2,ASIA
2132,143,12,1,T,AS1,2,ASIA
2133,143,12,1,T,AS1,2,ASIA
2134,143,12,1,T,AS1,2,ASIA
2135,143,12,1,T,AS1,2,ASIA
2136,143,15,1,T,AS1,2,ASIA
2137,144,3,1,T,AM1,2,AMERICA
2138,144,3,1,T,AM1,2,AMERICA
2139,144,3,1,T,AM1,2,AMERICA
2140,144,3,1,T,AM1,2,AMERICA
2141,144,3,1,T,AM1,2,AMERICA
2142,144,3,1,T,AM1,2,AMERICA
2143,144,9,1,T,AM1,2,AMERICA
2144,144,9,1,T,AM1,2,AMERICA
2145,144,9,1,T,AM1,2,AMERICA
2146,144,12,1,T,AM1,2,AMERICA
2147,144,12,1,T,AM1,2,AMERICA
2148,144,12,1,T,AM1,2,AMERICA
2149,144,12,1,T,AM1,2,AMERICA
2150,144,12,1,T,AM1,2,AMERICA
2151,144,15,1,T,AM1,2,AMERICA
2152,145,3,1,T,AS1,2,ASIA
2153,145,3,1,T,AS1,2,ASIA
2154,145,9,1,T,AS1,2,ASIA
2155,145,9,1,T,AS1,2,ASIA
2156,145,9,1,T,AS1,2,ASIA
2157,145,12,1,T,AS1,2,ASIA
2158,145,12,1,T,AS1,2,ASIA
2159,145,12,1,T,AS1,2,ASIA
2160,145,12,1,T,AS1,2,ASIA
2161,145,12,1,T,AS1,2,ASIA
2162,145,12,1,T,AS1,2,ASIA
2163,145,15,1,T,AS1,2,ASIA
2164,145,15,1,T,AS1,2,ASIA
2165,145,15,1,T,AS1,2,ASIA
2166,145,15,1,T,AS1,2,ASIA
2167,146,3,1,C,AF1,2,AFRICA
2168,146,3,1,C,AF1,2,AFRICA
2169,146,3,1,C,AF1,2,AFRICA
2170,146,3,1,C,AF1,2,AFRICA
2171,146,3,1,C,AF1,2,AFRICA
2172,146,3,1,C,AF1,2,AFRICA
2173,146,3,1,C,AF1,2,AFRICA
2174,146,6,1,C,AF1,2,AFRICA
2175,146,21,0,C,AF1,2,AFRICA
2176,146,21,0,C,AF1,2,AFRICA
2177,146,21,0,C,AF1,2,AFRICA
2178,146,21,0,C,AF1,2,AFRICA
2179,147,3,1,C,AS2,2,ASIA
2180,147,3,1,C,AS2,2,ASIA
2181,147,3,1,C,AS2,2,ASIA
2182,147,3,0,C,AS2,2,ASIA
2183,147,9,1,C,AS2,2,ASIA
2184,147,12,1,C,AS2,2,ASIA
2185,147,15,0,C,AS2,2,ASIA
2186,147,18,1,C,AS2,2,ASIA
2187,147,18,1,C,AS2,2,ASIA
2188,147,21,0,C,AS2,2,ASIA
2189,147,21,0,C,AS2,2,ASIA
2190,147,21,0,C,AS2,2,ASIA
2191,147,21,0,C,AS2,2,ASIA
2192,147,21,0,C,AS2,2,ASIA
2193,147,21,0,C,AS2,2,ASIA
2194,148,3,1,T,AM2,2,AMERICA
2195,148,9,1,T,AM2,2,AMERICA
2196,148,12,1,T,AM2,2,AMERICA
2197,148,12,1,T,AM2,2,AMERICA
2198,148,12,1,T,AM2,2,AMERICA
2199,148,12,1,T,AM2,2,AMERICA
2200,148,12,1,T,AM2,2,AMERICA
2201,148,12,1,T,AM2,2,AMERICA
2202,148,12,1,T,AM2,2,AMERICA
2203,148,18,1,T,AM2,2,AMERICA
2204,148,18,1,T,AM2,2,AMERICA
2205,148,18,1,T,AM2,2,AMERICA
2206,148,18,1,T,AM2,2,AMERICA
2207,148,18,1,T,AM2,2,AMERICA
2208,148,18,1,T,AM2,2,AMERICA
2209,149,3,1,T,AS1,2,ASIA
2210,149,3,1,T,AS1,2,ASIA
2211,149,3,1,T,AS1,2,ASIA
2212,149,3,1,T,AS1,2,ASIA
2213,149,3,1,T,AS1,2,ASIA
2214,149,3,1,T,AS1,2,ASIA
2215,149,3,1,T,AS1,2,ASIA
2216,149,6,1,T,AS1,2,ASIA
2217,149,6,1,T,AS1,2,ASIA
2218,149,9,1,T,AS1,2,ASIA
2219,149,9,1,T,AS1,2,ASIA
2220,149,9,1,T,AS1,2,ASIA
2221,149,9,0,T,AS1,2,ASIA
2222,149,9,0,T,AS1,2,ASIA
2223,149,21,1,T,AS1,2,ASIA
2224,150,3,1,C,AS2,2,ASIA
2225,150,3,1,C,AS2,2,ASIA
2226,150,3,1,C,AS2,2,ASIA
2227,150,3,0,C,AS2,2,ASIA
2228,150,6,1,C,AS2,2,ASIA
2229,150,12,0,C,AS2,2,ASIA
2230,150,18,1,C,AS2,2,ASIA
2231,150,18,1,C,AS2,2,ASIA
2232,150,21,0,C,AS2,2,ASIA
2233,150,21,0,C,AS2,2,ASIA
2234,150,21,0,C,AS2,2,ASIA
2235,150,21,0,C,AS2,2,ASIA
2236,150,21,0,C,AS2,2,ASIA
2237,150,21,0,C,AS2,2,ASIA
2238,150,21,0,C,AS2,2,ASIA
2239,151,3,1,T,AS2,2,ASIA
2240,151,3,1,T,AS2,2,ASIA
2241,151,3,1,T,AS2,2,ASIA
2242,151,3,0,T,AS2,2,ASIA
2243,151,6,1,T,AS2,2,ASIA
2244,151,6,1,T,AS2,2,ASIA
2245,151,6,0,T,AS2,2,ASIA
2246,151,9,1,T,AS2,2,ASIA
2247,151,9,1,T,AS2,2,ASIA
2248,151,9,1,T,AS2,2,ASIA
2249,151,9,1,T,AS2,2,ASIA
2250,151,9,1,T,AS2,2,ASIA
2251,151,12,1,T,AS2,2,ASIA
2252,151,21,0,T,AS2,2,ASIA
2253,151,21,0,T,AS2,2,ASIA
2254,152,12,1,C,AM1,2,AMERICA
2255,152,12,1,C,AM1,2,AMERICA
2256,152,12,1,C,AM1,2,AMERICA
2257,152,12,1,C,AM1,2,AMERICA
2258,152,12,1,C,AM1,2,AMERICA
2259,152,12,1,C,AM1,2,AMERICA
2260,152,12,1,C,AM1,2,AMERICA
2261,152,12,1,C,AM1,2,AMERICA
2262,152,12,1,C,AM1,2,AMERICA
2263,152,12,1,C,AM1,2,AMERICA
2264,152,12,1,C,AM1,2,AMERICA
2265,152,12,1,C,AM1,2,AMERICA
2266,152,12,1,C,AM1,2,AMERICA
2267,152,12,1,C,AM1,2,AMERICA
2268,153,3,1,C,AS1,2,ASIA
2269,153,3,1,C,AS1,2,ASIA
2270,153,3,1,C,AS1,2,ASIA
2271,153,3,1,C,AS1,2,ASIA
2272,153,3,0,C,AS1,2,ASIA
2273,153,3,0,C,AS1,2,ASIA
2274,153,3,0,C,AS1,2,ASIA
2275,153,6,1,C,AS1,2,ASIA
2276,153,6,1,C,AS1,2,ASIA
2277,153,9,1,C,AS1,2,ASIA
2278,153,15,1,C,AS1,2,ASIA
2279,153,15,0,C,AS1,2,ASIA
2280,153,21,0,C,AS1,2,ASIA
2281,153,21,0,C,AS1,2,ASIA
2282,153,21,0,C,AS1,2,ASIA
2283,153,21,0,C,AS1,2,ASIA
2284,153,21,0,C,AS1,2,ASIA
2285,153,21,0,C,AS1,2,ASIA
2286,154,6,1,T,EU1,2,EUROPE
2287,154,6,1,T,EU1,2,EUROPE
2288,154,9,1,T,EU1,2,EUROPE
2289,154,9,1,T,EU1,2,EUROPE
2290,154,12,1,T,EU1,2,EUROPE
2291,154,12,1,T,EU1,2,EUROPE
2292,154,12,1,T,EU1,2,EUROPE
2293,154,12,1,T,EU1,2,EUROPE
2294,154,12,1,T,EU1,2,EUROPE
2295,154,12,1,T,EU1,2,EUROPE
2296,154,12,1,T,EU1,2,EUROPE
2297,154,12,1,T,EU1,2,EUROPE
2298,154,15,0,T,EU1,2,EUROPE
2299,154,15,0,T,EU1,2,EUROPE
2300,154,15,0,T,EU1,2,EUROPE
2301,155,3,1,T,EU2,2,EUROPE
2302,155,3,1,T,EU2,2,EUROPE
2303,155,3,1,T,EU2,2,EUROPE
2304,155,6,0,T,EU2,2,EUROPE
2305,155,9,1,T,EU2,2,EUROPE
2306,155,9,1,T,EU2,2,EUROPE
2307,155,9,1,T,EU2,2,EUROPE
2308,155,9,1,T,EU2,2,EUROPE
2309,155,12,1,T,EU2,2,EUROPE
2310,155,12,1,T,EU2,2,EUROPE
2311,155,12,1,T,EU2,2,EUROPE
2312,155,12,1,T,EU2,2,EUROPE
2313,155,12,1,T,EU2,2,EUROPE
2314,155,12,1,T,EU2,2,EUROPE
2315,155,12,1,T,EU2,2,EUROPE
2316,156,3,1,C,AM1,2,AMERICA
2317,156,3,1,C,AM1,2,AMERICA
2318,156,18,1,C,AM1,2,AMERICA
2319,156,21,1,C,AM1,2,AMERICA
2320,156,21,1,C,AM1,2,AMERICA
2321,156,21,0,C,AM1,2,AMERICA
2322,156,21,0,C,AM1,2,AMERICA
2323,156,21,0,C,AM1,2,AMERICA
2324,156,21,0,C,AM1,2,AMERICA
2325,156,21,0,C,AM1,2,AMERICA
2326,156,21,0,C,AM1,2,AMERICA
2327,156,21,0,C,AM1,2,AMERICA
2328,156,21,0,C,AM1,2,AMERICA
2329,156,21,0,C,AM1,2,AMERICA
2330,156,21,0,C,AM1,2,AMERICA
2331,157,3,1,C,AF2,2,AFRICA
2332,157,3,1,C,AF2,2,AFRICA
2333,157,3,1,C,AF2,2,AFRICA
2334,157,3,1,C,AF2,2,AFRICA
2335,157,15,1,C,AF2,2,AFRICA
2336,157,18,1,C,AF2,2,AFRICA
2337,157,21,0,C,AF2,2,AFRICA
2338,157,21,0,C,AF2,2,AFRICA
2339,157,21,0,C,AF2,2,AFRICA
2340,157,21,0,C,AF2,2,AFRICA
2341,157,21,0,C,AF2,2,AFRICA
2342,157,21,0,C,AF2,2,AFRICA
2343,157,21,0,C,AF2,2,AFRICA
2344,157,21,0,C,AF2,2,AFRICA
2345,157,21,0,C,AF2,2,AFRICA
2346,158,3,1,T,EU1,2,EUROPE
2347,158,9,1,T,EU1,2,EUROPE
2348,158,9,1,T,EU1,2,EUROPE
2349,158,9,0,T,EU1,2,EUROPE
2350,158,12,1,T,EU1,2,EUROPE
2351,158,12,1,T,EU1,2,EUROPE
2352,158,12,1,T,EU1,2,EUROPE
2353,158,12,1,T,EU1,2,EUROPE
2354,158,12,1,T,EU1,2,EUROPE
2355,158,12,1,T,EU1,2,EUROPE
2356,158,15,1,T,EU1,2,EUROPE
2357,158,15,1,T,EU1,2,EUROPE
2358,158,15,1,T,EU1,2,EUROPE
2359,158,15,1,T,EU1,2,EUROPE
2360,158,18,1,T,EU1,2,EUROPE
2361,159,3,1,T,AF1,2,AFRICA
2362,159,3,1,T,AF1,2,AFRICA
2363,159,3,1,T,AF1,2,AFRICA
2364,159,3,1,T,AF1,2,AFRICA
2365,159,3,1,T,AF1,2,AFRICA
2366,159,3,1,T,AF1,2,AFRICA
2367,159,3,1,T,AF1,2,AFRICA
2368,159,6,1,T,AF1,2,AFRICA
2369,159,9,1,T,AF1,2,AFRICA
2370,159,9,1,T,AF1,2,AFRICA
2371,159,9,1,T,AF1,2,AFRICA
2372,159,9,1,T,AF1,2,AFRICA
2373,159,12,1,T,AF1,2,AFRICA
2374,159,12,1,T,AF1,2,AFRICA
2375,159,12,1,T,AF1,2,AFRICA
2376,160,6,1,T,AF2,2,AFRICA
2377,160,9,1,T,AF2,2,AFRICA
2378,160,9,1,T,AF2,2,AFRICA
2379,160,9,1,T,AF2,2,AFRICA
2380,160,9,1,T,AF2,2,AFRICA
2381,160,9,1,T,AF2,2,AFRICA
2382,160,12,1,T,AF2,2,AFRICA
2383,160,12,1,T,AF2,2,AFRICA
2384,160,12,1,T,AF2,2,AFRICA
2385,160,12,1,T,AF2,2,AFRICA
2386,160,12,1,T,AF2,2,AFRICA
2387,160,12,1,T,AF2,2,AFRICA
2388,160,12,1,T,AF2,2,AFRICA
2389,160,12,1,T,AF2,2,AFRICA
2390,160,21,0,T,AF2,2,AFRICA
2391,161,3,1,T,AS2,2,ASIA
2392,161,3,1,T,AS2,2,ASIA
2393,161,3,1,T,AS2,2,ASIA
2394,161,6,1,T,AS2,2,ASIA
2395,161,6,0,T,AS2,2,ASIA
2396,161,9,1,T,AS2,2,ASIA
2397,161,9,1,T,AS2,2,ASIA
2398,161,9,1,T,AS2,2,ASIA
2399,161,9,1,T,AS2,2,ASIA
2400,161,9,1,T,AS2,2,ASIA
2401,161,15,0,T,AS2,2,ASIA
2402,161,15,0,T,AS2,2,ASIA
2403,161,15,0,T,AS2,2,ASIA
2404,161,15,0,T,AS2,2,ASIA
2405,161,15,0,T,AS2,2,ASIA
2406,162,3,1,C,AS1,2,ASIA
2407,162,3,1,C,AS1,2,ASIA
2408,162,3,1,C,AS1,2,ASIA
2409,162,3,1,C,AS1,2,ASIA
2410,162,12,1,C,AS1,2,ASIA
2411,162,15,1,C,AS1,2,ASIA
2412,162,21,0,C,AS1,2,ASIA
2413,162,21,0,C,AS1,2,ASIA
2414,162,21,0,C,AS1,2,ASIA
2415,162,21,0,C,AS1,2,ASIA
2416,162,21,0,C,AS1,2,ASIA
2417,162,21,0,C,AS1,2,ASIA
2418,162,21,0,C,AS1,2,ASIA
2419,162,21,0,C,AS1,2,ASIA
2420,162,21,0,C,AS1,2,ASIA
2421,163,3,1,T,AF1,2,AFRICA
2422,163,6,1,T,AF1,2,AFRICA
2423,163,6,1,T,AF1,2,AFRICA
2424,163,9,1,T,AF1,2,AFRICA
2425,163,9,1,T,AF1,2,AFRICA
2426,163,9,1,T,AF1,2,AFRICA
2427,163,9,1,T,AF1,2,AFRICA
2428,163,12,1,T,AF1,2,AFRICA
2429,163,12,1,T,AF1,2,AFRICA
2430,163,12,1,T,AF1,2,AFRICA
2431,163,12,1,T,AF1,2,AFRICA
2432,163,12,1,T,AF1,2,AFRICA
2433,163,15,1,T,AF1,2,AFRICA
2434,163,21,0,T,AF1,2,AFRICA
2435,163,21,0,T,AF1,2,AFRICA
2436,164,3,1,T,AF1,2,AFRICA
2437,164,3,1,T,AF1,2,AFRICA
2438,164,3,1,T,AF1,2,AFRICA
2439,164,9,1,T,AF1,2,AFRICA
2440,164,9,1,T,AF1,2,AFRICA
2441,164,9,1,T,AF1,2,AFRICA
2442,164,9,1,T,AF1,2,AFRICA
2443,164,12,1,T,AF1,2,AFRICA
2444,164,12,1,T,AF1,2,AFRICA
2445,164,12,1,T,AF1,2,AFRICA
2446,164,12,1,T,AF1,2,AFRICA
2447,164,12,1,T,AF1,2,AFRICA
2448,164,12,1,T,AF1,2,AFRICA
2449,164,15,1,T,AF1,2,AFRICA
2450,164,15,1,T,AF1,2,AFRICA
2451,165,3,1,T,AS1,2,ASIA
2452,165,9,1,T,AS1,2,ASIA
2453,165,9,1,T,AS1,2,ASIA
2454,165,9,1,T,AS1,2,ASIA
2455,165,9,1,T,AS1,2,ASIA
2456,165,9,1,T,AS1,2,ASIA
2457,165,12,1,T,AS1,2,ASIA
2458,165,12,1,T,AS1,2,ASIA
2459,165,12,1,T,AS1,2,ASIA
2460,165,12,1,T,AS1,2,ASIA
2461,165,12,1,T,AS1,2,ASIA
2462,165,12,1,T,AS1,2,ASIA
2463,165,12,1,T,AS1,2,ASIA
2464,165,12,1,T,AS1,2,ASIA
2465,165,15,1,T,AS1,2,ASIA
2466,166,3,1,T,AM1,2,AMERICA
2467,166,9,1,T,AM1,2,AMERICA
2468,166,9,1,T,AM1,2,AMERICA
2469,166,12,1,T,AM1,2,AMERICA
2470,166,12,1,T,AM1,2,AMERICA
2471,166,12,1,T,AM1,2,AMERICA
2472,166,12,1,T,AM1,2,AMERICA
2473,166,12,1,T,AM1,2,AMERICA
2474,166,12,1,T,AM1,2,AMERICA
2475,166,12,1,T,AM1,2,AMERICA
2476,166,12,1,T,AM1,2,AMERICA
2477,166,12,1,T,AM1,2,AMERICA
2478,166,15,1,T,AM1,2,AMERICA
2479,166,15,1,T,AM1,2,AMERICA
2480,166,18,1,T,AM1,2,AMERICA
2481,167,3,1,T,EU2,2,EUROPE
2482,167,6,1,T,EU2,2,EUROPE
2483,167,9,1,T,EU2,2,EUROPE
2484,167,9,1,T,EU2,2,EUROPE
2485,167,9,1,T,EU2,2,EUROPE
2486,167,9,1,T,EU2,2,EUROPE
2487,167,9,1,T,EU2,2,EUROPE
2488,167,12,1,T,EU2,2,EUROPE
2489,167,12,1,T,EU2,2,EUROPE
2490,167,12,1,T,EU2,2,EUROPE
2491,167,12,1,T,EU2,2,EUROPE
2492,167,15,1,T,EU2,2,EUROPE
2493,167,15,1,T,EU2,2,EUROPE
2494,167,15,0,T,EU2,2,EUROPE
2495,167,21,0,T,EU2,2,EUROPE
2496,168,3,1,C,EU1,2,EUROPE
2497,168,3,1,C,EU1,2,EUROPE
2498,168,3,1,C,EU1,2,EUROPE
2499,168,3,1,C,EU1,2,EUROPE
2500,168,3,1,C,EU1,2,EUROPE
2501,168,3,1,C,EU1,2,EUROPE
2502,168,6,0,C,EU1,2,EUROPE
2503,168,12,1,C,EU1,2,EUROPE
2504,168,18,0,C,EU1,2,EUROPE
2505,168,18,0,C,EU1,2,EUROPE
2506,168,18,0,C,EU1,2,EUROPE
2507,168,18,0,C,EU1,2,EUROPE
2508,168,18,0,C,EU1,2,EUROPE
2509,168,18,0,C,EU1,2,EUROPE
2510,168,18,0,C,EU1,2,EUROPE
2511,169,3,1,C,AF1,2,AFRICA
2512,169,3,1,C,AF1,2,AFRICA
2513,169,9,1,C,AF1,2,AFRICA
2514,169,15,1,C,AF1,2,AFRICA
2515,169,15,1,C,AF1,2,AFRICA
2516,169,18,1,C,AF1,2,AFRICA
2517,169,21,0,C,AF1,2,AFRICA
2518,169,21,0,C,AF1,2,AFRICA
2519,169,21,0,C,AF1,2,AFRICA
2520,169,21,0,C,AF1,2,AFRICA
2521,169,21,0,C,AF1,2,AFRICA
2522,169,21,0,C,AF1,2,AFRICA
2523,169,21,0,C,AF1,2,AFRICA
2524,169,21,0,C,AF1,2,AFRICA
2525,169,21,0,C,AF1,2,AFRICA
2526,170,3,1,C,EU1,2,EUROPE
2527,170,3,1,C,EU1,2,EUROPE
2528,170,3,0,C,EU1,2,EUROPE
2529,170,6,1,C,EU1,2,EUROPE
2530,170,15,1,C,EU1,2,EUROPE
2531,170,21,0,C,EU1,2,EUROPE
2532,170,21,0,C,EU1,2,EUROPE
2533,170,21,0,C,EU1,2,EUROPE
2534,170,21,0,C,EU1,2,EUROPE
2535,170,21,0,C,EU1,2,EUROPE
2536,170,21,0,C,EU1,2,EUROPE
2537,170,21,0,C,EU1,2,EUROPE
2538,170,21,0,C,EU1,2,EUROPE
2539,170,21,0,C,EU1,2,EUROPE
2540,170,21,0,C,EU1,2,EUROPE
2541,171,3,1,C,AM2,2,AMERICA
2542,171,6,1,C,AM2,2,AMERICA
2543,171,6,1,C,AM2,2,AMERICA
2544,171,15,1,C,AM2,2,AMERICA
2545,171,15,0,C,AM2,2,AMERICA
2546,171,21,0,C,AM2,2,AMERICA
2547,171,21,0,C,AM2,2,AMERICA
2548,171,21,0,C,AM2,2,AMERICA
2549,171,21,0,C,AM2,2,AMERICA
2550,171,21,0,C,AM2,2,AMERICA
2551,171,21,0,C,AM2,2,AMERICA
2552,171,21,0,C,AM2,2,AMERICA
2553,171,21,0,C,AM2,2,AMERICA
2554,171,21,0,C,AM2,2,AMERICA
2555,172,3,0,T,AM2,2,AMERICA
2556,172,9,1,T,AM2,2,AMERICA
2557,172,9,1,T,AM2,2,AMERICA
2558,172,9,1,T,AM2,2,AMERICA
2559,172,9,1,T,AM2,2,AMERICA
2560,172,9,1,T,AM2,2,AMERICA
2561,172,12,1,T,AM2,2,AMERICA
2562,172,12,1,T,AM2,2,AMERICA
2563,172,15,1,T,AM2,2,AMERICA
2564,172,15,1,T,AM2,2,AMERICA
2565,172,15,1,T,AM2,2,AMERICA
2566,172,15,1,T,AM2,2,AMERICA
2567,172,15,1,T,AM2,2,AMERICA
2568,172,15,1,T,AM2,2,AMERICA
2569,172,21,0,T,AM2,2,AMERICA
2570,173,9,1,T,AM1,2,AMERICA
2571,173,9,1,T,AM1,2,AMERICA
2572,173,9,1,T,AM1,2,AMERICA
2573,173,9,1,T,AM1,2,AMERICA
2574,173,9,1,T,AM1,2,AMERICA
2575,173,12,1,T,AM1,2,AMERICA
2576,173,12,1,T,AM1,2,AMERICA
2577,173,12,1,T,AM1,2,AMERICA
