FLY,VIAL,TIME,CENSUS,POPULATION,CONTINENT,TREATMENT
2977,207,15,0,EU2,EUROPE,C
2978,207,15,0,EU2,EUROPE,C
2979,207,15,0,EU2,EUROPE,C
2980,207,15,0,EU2,EUROPE,C
2981,208,3,1,AS1,ASIA,T
2982,208,3,1,AS1,ASIA,T
2983,208,12,1,AS1,ASIA,T
2984,208,15,1,AS1,ASIA,T
2985,208,15,1,AS1,ASIA,T
2986,208,15,1,AS1,ASIA,T
2987,208,18,1,AS1,ASIA,T
2988,208,21,1,AS1,ASIA,T
2989,208,21,1,AS1,ASIA,T
2990,208,21,1,AS1,ASIA,T
2991,208,21,1,AS1,ASIA,T
2992,208,21,0,AS1,ASIA,T
2993,208,21,0,AS1,ASIA,T
2994,208,21,0,AS1,ASIA,T
2995,208,21,0,AS1,ASIA,T
2996,209,3,1,AS2,ASIA,T
2997,209,3,1,AS2,ASIA,T
2998,209,3,1,AS2,ASIA,T
2999,209,15,1,AS2,ASIA,T
3000,209,15,1,AS2,ASIA,T
3001,209,15,1,AS2,ASIA,T
3002,209,21,0,AS2,ASIA,T
3003,209,21,0,AS2,ASIA,T
3004,209,21,0,AS2,ASIA,T
3005,209,21,0,AS2,ASIA,T
3006,209,21,0,AS2,ASIA,T
3007,210,3,1,EU2,EUROPE,C
3008,210,3,1,EU2,EUROPE,C
3009,210,3,1,EU2,EUROPE,C
3010,210,12,1,EU2,EUROPE,C
3011,210,21,0,EU2,EUROPE,C
3012,210,21,0,EU2,EUROPE,C
3013,210,21,0,EU2,EUROPE,C
3014,210,21,0,EU2,EUROPE,C
3015,210,21,0,EU2,EUROPE,C
3016,210,21,0,EU2,EUROPE,C
3017,210,21,0,EU2,EUROPE,C
3018,210,21,0,EU2,EUROPE,C
3019,210,21,0,EU2,EUROPE,C
3020,210,21,0,EU2,EUROPE,C
3021,211,3,1,EU2,EUROPE,T
3022,211,3,1,EU2,EUROPE,T
3023,211,3,1,EU2,EUROPE,T
3024,211,3,1,EU2,EUROPE,T
3025,211,3,1,EU2,EUROPE,T
3026,211,3,1,EU2,EUROPE,T
3027,211,3,1,EU2,EUROPE,T
3028,211,3,1,EU2,EUROPE,T
3029,211,3,1,EU2,EUROPE,T
3030,211,3,1,EU2,EUROPE,T
3031,211,18,1,EU2,EUROPE,T
3032,211,21,0,EU2,EUROPE,T
3033,211,21,0,EU2,EUROPE,T
3034,211,21,0,EU2,EUROPE,T
3035,212,3,1,AM1,AMERICA,T
3036,212,3,1,AM1,AMERICA,T
3037,212,3,1,AM1,AMERICA,T
3038,212,6,1,AM1,AMERICA,T
3039,212,9,1,AM1,AMERICA,T
3040,212,9,1,AM1,AMERICA,T
3041,212,12,1,AM1,AMERICA,T
3042,212,15,1,AM1,AMERICA,T
3043,212,15,1,AM1,AMERICA,T
3044,212,15,1,AM1,AMERICA,T
3045,212,15,1,AM1,AMERICA,T
3046,212,18,1,AM1,AMERICA,T
3047,212,21,0,AM1,AMERICA,T
3048,212,21,0,AM1,AMERICA,T
3049,212,21,0,AM1,AMERICA,T
3050,213,3,1,AM1,AMERICA,T
3051,213,12,1,AM1,AMERICA,T
3052,213,21,1,AM1,AMERICA,T
3053,213,21,0,AM1,AMERICA,T
3054,213,21,0,AM1,AMERICA,T
3055,213,21,0,AM1,AMERICA,T
3056,213,21,0,AM1,AMERICA,T
3057,213,21,0,AM1,AMERICA,T
3058,213,21,0,AM1,AMERICA,T
3059,213,21,0,AM1,AMERICA,T
3060,213,21,0,AM1,AMERICA,T
3061,214,3,1,AM2,AMERICA,T
3062,214,3,1,AM2,AMERICA,T
3063,214,12,1,AM2,AMERICA,T
3064,214,12,1,AM2,AMERICA,T
3065,214,12,1,AM2,AMERICA,T
3066,214,12,1,AM2,AMERICA,T
3067,214,15,1,AM2,AMERICA,T
3068,214,15,1,AM2,AMERICA,T
3069,214,15,1,AM2,AMERICA,T
3070,214,15,1,AM2,AMERICA,T
3071,214,18,1,AM2,AMERICA,T
3072,214,21,1,AM2,AMERICA,T
3073,214,21,0,AM2,AMERICA,T
3074,214,21,0,AM2,AMERICA,T
3075,214,21,0,AM2,AMERICA,T
3076,215,3,1,AF2,AFRICA,T
3077,215,3,1,AF2,AFRICA,T
3078,215,3,1,AF2,AFRICA,T
3079,215,6,1,AF2,AFRICA,T
3080,215,15,1,AF2,AFRICA,T
3081,215,15,1,AF2,AFRICA,T
3082,215,15,1,AF2,AFRICA,T
3083,215,21,0,AF2,AFRICA,T
3084,215,21,0,AF2,AFRICA,T
3085,215,21,0,AF2,AFRICA,T
3086,215,21,0,AF2,AFRICA,T
3087,215,21,0,AF2,AFRICA,T
3088,215,21,0,AF2,AFRICA,T
3089,215,21,0,AF2,AFRICA,T
3090,215,21,0,AF2,AFRICA,T
3091,216,3,0,AS2,ASIA,C
3092,216,9,0,AS2,ASIA,C
3093,216,21,0,AS2,ASIA,C
3094,216,21,0,AS2,ASIA,C
3095,216,21,0,AS2,ASIA,C
3096,216,21,0,AS2,ASIA,C
3097,216,21,0,AS2,ASIA,C
3098,216,21,0,AS2,ASIA,C
3099,216,21,0,AS2,ASIA,C
3100,216,21,0,AS2,ASIA,C
3101,216,21,0,AS2,ASIA,C
3102,216,21,0,AS2,ASIA,C
3103,216,21,0,AS2,ASIA,C
3104,216,21,0,AS2,ASIA,C
3105,217,3,1,AS2,ASIA,T
3106,217,9,1,AS2,ASIA,T
3107,217,12,1,AS2,ASIA,T
3108,217,15,1,AS2,ASIA,T
3109,217,18,1,AS2,ASIA,T
3110,217,21,1,AS2,ASIA,T
3111,217,21,1,AS2,ASIA,T
3112,217,21,0,AS2,ASIA,T
3113,217,21,0,AS2,ASIA,T
3114,217,21,0,AS2,ASIA,T
3115,217,21,0,AS2,ASIA,T
3116,217,21,0,AS2,ASIA,T
3117,217,21,0,AS2,ASIA,T
3118,217,21,0,AS2,ASIA,T
3119,217,21,0,AS2,ASIA,T
3120,218,3,1,AS1,ASIA,C
3121,218,3,1,AS1,ASIA,C
3122,218,3,1,AS1,ASIA,C
3123,218,3,1,AS1,ASIA,C
3124,218,3,1,AS1,ASIA,C
3125,218,3,1,AS1,ASIA,C
3126,218,3,1,AS1,ASIA,C
3127,218,3,1,AS1,ASIA,C
3128,218,3,1,AS1,ASIA,C
3129,218,3,1,AS1,ASIA,C
3130,218,3,1,AS1,ASIA,C
3131,218,3,1,AS1,ASIA,C
3132,218,3,1,AS1,ASIA,C
3133,218,21,0,AS1,ASIA,C
3134,218,21,0,AS1,ASIA,C
3135,219,3,1,AF2,AFRICA,T
3136,219,3,1,AF2,AFRICA,T
3137,219,3,1,AF2,AFRICA,T
3138,219,3,1,AF2,AFRICA,T
3139,219,3,1,AF2,AFRICA,T
3140,219,12,1,AF2,AFRICA,T
3141,219,15,1,AF2,AFRICA,T
3142,219,15,1,AF2,AFRICA,T
3143,219,15,0,AF2,AFRICA,T
3144,219,21,1,AF2,AFRICA,T
3145,219,21,1,AF2,AFRICA,T
3146,219,21,1,AF2,AFRICA,T
3147,219,21,0,AF2,AFRICA,T
3148,219,21,0,AF2,AFRICA,T
3149,219,21,0,AF2,AFRICA,T
3150,220,3,1,EU1,EUROPE,C
3151,220,3,1,EU1,EUROPE,C
3152,220,6,1,EU1,EUROPE,C
3153,220,12,1,EU1,EUROPE,C
3154,220,15,1,EU1,EUROPE,C
3155,220,21,0,EU1,EUROPE,C
3156,220,21,0,EU1,EUROPE,C
3157,220,21,0,EU1,EUROPE,C
3158,220,21,0,EU1,EUROPE,C
3159,220,21,0,EU1,EUROPE,C
3160,220,21,0,EU1,EUROPE,C
3161,220,21,0,EU1,EUROPE,C
3162,220,21,0,EU1,EUROPE,C
3163,220,21,0,EU1,EUROPE,C
3164,220,21,0,EU1,EUROPE,C
3165,221,3,1,AF2,AFRICA,T
3166,221,3,1,AF2,AFRICA,T
3167,221,12,1,AF2,AFRICA,T
3168,221,15,1,AF2,AFRICA,T
3169,221,15,1,AF2,AFRICA,T
3170,221,15,1,AF2,AFRICA,T
3171,221,18,1,AF2,AFRICA,T
3172,221,18,1,AF2,AFRICA,T
3173,221,18,1,AF2,AFRICA,T
3174,221,21,1,AF2,AFRICA,T
3175,221,21,1,AF2,AFRICA,T
3176,221,21,0,AF2,AFRICA,T
3177,221,21,0,AF2,AFRICA,T
3178,221,21,0,AF2,AFRICA,T
3179,221,21,0,AF2,AFRICA,T
3180,222,3,1,EU1,EUROPE,T
3181,222,3,1,EU1,EUROPE,T
3182,222,3,1,EU1,EUROPE,T
3183,222,3,1,EU1,EUROPE,T
3184,222,3,1,EU1,EUROPE,T
3185,222,3,1,EU1,EUROPE,T
3186,222,3,1,EU1,EUROPE,T
3187,222,3,1,EU1,EUROPE,T
3188,222,3,1,EU1,EUROPE,T
3189,222,15,1,EU1,EUROPE,T
3190,222,21,0,EU1,EUROPE,T
3191,222,21,0,EU1,EUROPE,T
3192,222,21,0,EU1,EUROPE,T
3193,222,21,0,EU1,EUROPE,T
3194,222,21,0,EU1,EUROPE,T
3195,223,3,1,AF1,AFRICA,T
3196,223,3,1,AF1,AFRICA,T
3197,223,3,1,AF1,AFRICA,T
3198,223,3,1,AF1,AFRICA,T
3199,223,6,1,AF1,AFRICA,T
3200,223,9,1,AF1,AFRICA,T
3201,223,15,1,AF1,AFRICA,T
3202,223,15,0,AF1,AFRICA,T
3203,223,21,1,AF1,AFRICA,T
3204,223,21,0,AF1,AFRICA,T
3205,223,21,0,AF1,AFRICA,T
3206,223,21,0,AF1,AFRICA,T
3207,223,21,0,AF1,AFRICA,T
3208,223,21,0,AF1,AFRICA,T
3209,223,21,0,AF1,AFRICA,T
3210,224,3,1,EU2,EUROPE,C
3211,224,3,1,EU2,EUROPE,C
3212,224,3,1,EU2,EUROPE,C
3213,224,3,1,EU2,EUROPE,C
3214,224,3,1,EU2,EUROPE,C
3215,224,3,1,EU2,EUROPE,C
3216,224,3,1,EU2,EUROPE,C
3217,224,12,1,EU2,EUROPE,C
3218,224,12,1,EU2,EUROPE,C
3219,224,21,0,EU2,EUROPE,C
3220,224,21,0,EU2,EUROPE,C
3221,224,21,0,EU2,EUROPE,C
3222,224,21,0,EU2,EUROPE,C
3223,224,21,0,EU2,EUROPE,C
3224,224,21,0,EU2,EUROPE,C
3225,225,3,0,AM1,AMERICA,T
3226,225,3,0,AM1,AMERICA,T
3227,225,3,0,AM1,AMERICA,T
3228,225,3,0,AM1,AMERICA,T
3229,225,3,0,AM1,AMERICA,T
3230,225,3,0,AM1,AMERICA,T
3231,225,3,0,AM1,AMERICA,T
3232,225,3,0,AM1,AMERICA,T
3233,225,3,0,AM1,AMERICA,T
3234,225,3,0,AM1,AMERICA,T
3235,225,3,0,AM1,AMERICA,T
3236,225,3,0,AM1,AMERICA,T
3237,225,3,0,AM1,AMERICA,T
3238,225,3,0,AM1,AMERICA,T
3239,225,3,0,AM1,AMERICA,T
3240,226,3,1,AF1,AFRICA,T
3241,226,3,1,AF1,AFRICA,T
3242,226,3,1,AF1,AFRICA,T
3243,226,3,1,AF1,AFRICA,T
3244,226,3,1,AF1,AFRICA,T
3245,226,3,1,AF1,AFRICA,T
3246,226,3,1,AF1,AFRICA,T
3247,226,3,1,AF1,AFRICA,T
3248,226,3,1,AF1,AFRICA,T
3249,226,3,1,AF1,AFRICA,T
3250,226,3,1,AF1,AFRICA,T
3251,226,15,1,AF1,AFRICA,T
3252,226,18,1,AF1,AFRICA,T
3253,226,21,1,AF1,AFRICA,T
3254,226,21,1,AF1,AFRICA,T
3255,227,3,1,AF2,AFRICA,T
3256,227,3,1,AF2,AFRICA,T
3257,227,3,1,AF2,AFRICA,T
3258,227,6,1,AF2,AFRICA,T
3259,227,6,1,AF2,AFRICA,T
3260,227,9,1,AF2,AFRICA,T
3261,227,9,1,AF2,AFRICA,T
3262,227,12,1,AF2,AFRICA,T
3263,227,12,1,AF2,AFRICA,T
3264,227,15,1,AF2,AFRICA,T
3265,227,15,0,AF2,AFRICA,T
3266,227,21,1,AF2,AFRICA,T
3267,227,21,0,AF2,AFRICA,T
3268,227,21,0,AF2,AFRICA,T
3269,228,3,1,EU2,EUROPE,T
3270,228,3,1,EU2,EUROPE,T
3271,228,3,1,EU2,EUROPE,T
3272,228,9,1,EU2,EUROPE,T
3273,228,9,1,EU2,EUROPE,T
3274,228,9,1,EU2,EUROPE,T
3275,228,9,0,EU2,EUROPE,T
3276,228,12,1,EU2,EUROPE,T
3277,228,15,1,EU2,EUROPE,T
3278,228,18,1,EU2,EUROPE,T
3279,228,21,1,EU2,EUROPE,T
3280,228,21,1,EU2,EUROPE,T
3281,228,21,0,EU2,EUROPE,T
3282,228,21,0,EU2,EUROPE,T
3283,228,21,0,EU2,EUROPE,T
3284,229,3,1,AS2,ASIA,T
3285,229,3,1,AS2,ASIA,T
3286,229,3,1,AS2,ASIA,T
3287,229,3,1,AS2,ASIA,T
3288,229,9,1,AS2,ASIA,T
3289,229,15,1,AS2,ASIA,T
3290,229,15,1,AS2,ASIA,T
3291,229,15,1,AS2,ASIA,T
3292,229,18,1,AS2,ASIA,T
3293,229,21,1,AS2,ASIA,T
3294,229,21,0,AS2,ASIA,T
3295,229,21,0,AS2,ASIA,T
3296,229,21,0,AS2,ASIA,T
3297,229,21,0,AS2,ASIA,T
3298,229,21,0,AS2,ASIA,T
3299,230,3,1,AM2,AMERICA,T
3300,230,3,1,AM2,AMERICA,T
3301,230,3,1,AM2,AMERICA,T
3302,230,3,1,AM2,AMERICA,T
3303,230,6,1,AM2,AMERICA,T
3304,230,9,1,AM2,AMERICA,T
3305,230,12,1,AM2,AMERICA,T
3306,230,12,0,AM2,AMERICA,T
3307,230,15,1,AM2,AMERICA,T
3308,230,15,1,AM2,AMERICA,T
3309,230,15,1,AM2,AMERICA,T
3310,230,15,1,AM2,AMERICA,T
3311,230,21,1,AM2,AMERICA,T
3312,230,21,0,AM2,AMERICA,T
3313,230,21,0,AM2,AMERICA,T
3314,231,3,1,AS2,ASIA,T
3315,231,3,1,AS2,ASIA,T
3316,231,3,1,AS2,ASIA,T
3317,231,3,1,AS2,ASIA,T
3318,231,3,1,AS2,ASIA,T
3319,231,3,1,AS2,ASIA,T
3320,231,3,1,AS2,ASIA,T
3321,231,3,1,AS2,ASIA,T
3322,231,3,1,AS2,ASIA,T
3323,231,12,1,AS2,ASIA,T
3324,231,18,1,AS2,ASIA,T
3325,231,18,1,AS2,ASIA,T
3326,231,21,1,AS2,ASIA,T
3327,231,21,0,AS2,ASIA,T
3328,231,21,0,AS2,ASIA,T
3329,232,3,1,AM1,AMERICA,T
3330,232,3,1,AM1,AMERICA,T
3331,232,3,1,AM1,AMERICA,T
3332,232,9,0,AM1,AMERICA,T
3333,232,15,1,AM1,AMERICA,T
3334,232,15,0,AM1,AMERICA,T
3335,232,21,1,AM1,AMERICA,T
3336,232,21,1,AM1,AMERICA,T
3337,232,21,0,AM1,AMERICA,T
3338,232,21,0,AM1,AMERICA,T
3339,232,21,0,AM1,AMERICA,T
3340,232,21,0,AM1,AMERICA,T
3341,232,21,0,AM1,AMERICA,T
3342,232,21,0,AM1,AMERICA,T
3343,232,21,0,AM1,AMERICA,T
3344,233,3,1,AS2,ASIA,T
3345,233,3,1,AS2,ASIA,T
3346,233,3,1,AS2,ASIA,T
3347,233,6,1,AS2,ASIA,T
3348,233,6,1,AS2,ASIA,T
3349,233,12,0,AS2,ASIA,T
3350,233,21,0,AS2,ASIA,T
3351,233,21,0,AS2,ASIA,T
3352,233,21,0,AS2,ASIA,T
3353,233,21,0,AS2,ASIA,T
3354,233,21,0,AS2,ASIA,T
3355,233,21,0,AS2,ASIA,T
3356,233,21,0,AS2,ASIA,T
3357,233,21,0,AS2,ASIA,T
3358,233,21,0,AS2,ASIA,T
3359,234,3,1,AM1,AMERICA,T
3360,234,3,1,AM1,AMERICA,T
3361,234,3,1,AM1,AMERICA,T
3362,234,3,1,AM1,AMERICA,T
3363,234,15,1,AM1,AMERICA,T
3364,234,18,1,AM1,AMERICA,T
3365,234,18,1,AM1,AMERICA,T
3366,234,18,1,AM1,AMERICA,T
3367,234,21,1,AM1,AMERICA,T
3368,234,21,1,AM1,AMERICA,T
3369,234,21,1,AM1,AMERICA,T
3370,234,21,1,AM1,AMERICA,T
3371,235,3,1,AF2,AFRICA,T
3372,235,3,1,AF2,AFRICA,T
3373,235,3,1,AF2,AFRICA,T
3374,235,3,1,AF2,AFRICA,T
3375,235,9,1,AF2,AFRICA,T
3376,235,12,1,AF2,AFRICA,T
3377,235,12,1,AF2,AFRICA,T
3378,235,12,1,AF2,AFRICA,T
3379,235,15,1,AF2,AFRICA,T
3380,235,18,1,AF2,AFRICA,T
3381,235,18,1,AF2,AFRICA,T
3382,235,21,0,AF2,AFRICA,T
3383,235,21,0,AF2,AFRICA,T
3384,235,21,0,AF2,AFRICA,T
3385,236,3,1,AM1,AMERICA,T
3386,236,9,1,AM1,AMERICA,T
3387,236,12,1,AM1,AMERICA,T
3388,236,12,1,AM1,AMERICA,T
3389,236,12,1,AM1,AMERICA,T
3390,236,12,1,AM1,AMERICA,T
3391,236,18,1,AM1,AMERICA,T
3392,236,18,1,AM1,AMERICA,T
3393,236,21,1,AM1,AMERICA,T
3394,236,21,1,AM1,AMERICA,T
3395,236,21,1,AM1,AMERICA,T
3396,236,21,1,AM1,AMERICA,T
3397,236,21,0,AM1,AMERICA,T
3398,236,21,0,AM1,AMERICA,T
3399,236,21,0,AM1,AMERICA,T
3400,237,3,1,EU2,EUROPE,T
3401,237,3,1,EU2,EUROPE,T
3402,237,9,1,EU2,EUROPE,T
3403,237,9,1,EU2,EUROPE,T
3404,237,12,0,EU2,EUROPE,T
3405,237,15,1,EU2,EUROPE,T
3406,237,15,1,EU2,EUROPE,T
3407,237,15,1,EU2,EUROPE,T
3408,237,21,0,EU2,EUROPE,T
3409,237,21,0,EU2,EUROPE,T
3410,237,21,0,EU2,EUROPE,T
3411,237,21,0,EU2,EUROPE,T
3412,237,21,0,EU2,EUROPE,T
3413,238,3,1,AM2,AMERICA,C
3414,238,3,1,AM2,AMERICA,C
3415,238,3,1,AM2,AMERICA,C
3416,238,3,1,AM2,AMERICA,C
3417,238,3,1,AM2,AMERICA,C
3418,238,3,1,AM2,AMERICA,C
3419,238,3,1,AM2,AMERICA,C
3420,238,21,0,AM2,AMERICA,C
3421,238,21,0,AM2,AMERICA,C
3422,238,21,0,AM2,AMERICA,C
3423,238,21,0,AM2,AMERICA,C
3424,238,21,0,AM2,AMERICA,C
3425,238,21,0,AM2,AMERICA,C
3426,239,3,1,AM2,AMERICA,T
3427,239,3,1,AM2,AMERICA,T
3428,239,9,1,AM2,AMERICA,T
3429,239,9,1,AM2,AMERICA,T
3430,239,15,1,AM2,AMERICA,T
3431,239,15,1,AM2,AMERICA,T
3432,239,18,1,AM2,AMERICA,T
3433,239,18,1,AM2,AMERICA,T
3434,239,21,0,AM2,AMERICA,T
3435,239,21,0,AM2,AMERICA,T
3436,239,21,0,AM2,AMERICA,T
3437,239,21,0,AM2,AMERICA,T
3438,239,21,0,AM2,AMERICA,T
3439,239,21,0,AM2,AMERICA,T
3440,239,21,0,AM2,AMERICA,T
3441,240,3,1,EU1,EUROPE,T
3442,240,3,1,EU1,EUROPE,T
3443,240,3,1,EU1,EUROPE,T
3444,240,6,1,EU1,EUROPE,T
3445,240,15,1,EU1,EUROPE,T
3446,240,15,1,EU1,EUROPE,T
3447,240,18,1,EU1,EUROPE,T
3448,240,21,0,EU1,EUROPE,T
3449,240,21,0,EU1,EUROPE,T
3450,240,21,0,EU1,EUROPE,T
3451,240,21,0,EU1,EUROPE,T
3452,240,21,0,EU1,EUROPE,T
3453,240,21,0,EU1,EUROPE,T
3454,240,21,0,EU1,EUROPE,T
3455,241,3,1,AS2,ASIA,T
3456,241,3,1,AS2,ASIA,T
3457,241,9,1,AS2,ASIA,T
3458,241,12,1,AS2,ASIA,T
3459,241,15,1,AS2,ASIA,T
3460,241,15,1,AS2,ASIA,T
3461,241,18,1,AS2,ASIA,T
3462,241,21,0,AS2,ASIA,T
3463,241,21,0,AS2,ASIA,T
3464,241,21,0,AS2,ASIA,T
3465,241,21,0,AS2,ASIA,T
3466,241,21,0,AS2,ASIA,T
3467,241,21,0,AS2,ASIA,T
3468,241,21,0,AS2,ASIA,T
3469,241,21,0,AS2,ASIA,T
3470,242,3,1,AM1,AMERICA,T
3471,242,12,0,AM1,AMERICA,T
3472,242,21,1,AM1,AMERICA,T
3473,242,21,1,AM1,AMERICA,T
3474,242,21,0,AM1,AMERICA,T
3475,242,21,0,AM1,AMERICA,T
3476,242,21,0,AM1,AMERICA,T
3477,242,21,0,AM1,AMERICA,T
3478,242,21,0,AM1,AMERICA,T
3479,242,21,0,AM1,AMERICA,T
3480,242,21,0,AM1,AMERICA,T
3481,242,21,0,AM1,AMERICA,T
3482,242,21,0,AM1,AMERICA,T
3483,242,21,0,AM1,AMERICA,T
3484,242,21,0,AM1,AMERICA,T
3485,243,3,1,AM1,AMERICA,T
3486,243,3,1,AM1,AMERICA,T
3487,243,3,1,AM1,AMERICA,T
3488,243,3,1,AM1,AMERICA,T
3489,243,12,1,AM1,AMERICA,T
3490,243,15,1,AM1,AMERICA,T
3491,243,18,1,AM1,AMERICA,T
3492,243,21,0,AM1,AMERICA,T
3493,243,21,0,AM1,AMERICA,T
3494,243,21,0,AM1,AMERICA,T
3495,243,21,0,AM1,AMERICA,T
3496,243,21,0,AM1,AMERICA,T
3497,243,21,0,AM1,AMERICA,T
3498,243,21,0,AM1,AMERICA,T
3499,243,21,0,AM1,AMERICA,T
3500,244,6,0,EU2,EUROPE,T
3501,244,9,0,EU2,EUROPE,T
3502,244,15,1,EU2,EUROPE,T
3503,244,15,1,EU2,EUROPE,T
3504,244,15,1,EU2,EUROPE,T
3505,244,18,1,EU2,EUROPE,T
3506,244,18,1,EU2,EUROPE,T
3507,244,18,1,EU2,EUROPE,T
3508,244,18,0,EU2,EUROPE,T
3509,244,21,0,EU2,EUROPE,T
3510,244,21,0,EU2,EUROPE,T
3511,244,21,0,EU2,EUROPE,T
3512,244,21,0,EU2,EUROPE,T
3513,244,21,0,EU2,EUROPE,T
3514,244,21,0,EU2,EUROPE,T
3515,245,3,1,AM2,AMERICA,T
3516,245,6,1,AM2,AMERICA,T
3517,245,12,1,AM2,AMERICA,T
3518,245,12,1,AM2,AMERICA,T
3519,245,18,1,AM2,AMERICA,T
3520,245,18,1,AM2,AMERICA,T
3521,245,18,1,AM2,AMERICA,T
3522,245,21,0,AM2,AMERICA,T
3523,245,21,0,AM2,AMERICA,T
3524,245,21,0,AM2,AMERICA,T
3525,245,21,0,AM2,AMERICA,T
3526,245,21,0,AM2,AMERICA,T
3527,245,21,0,AM2,AMERICA,T
3528,245,21,0,AM2,AMERICA,T
3529,246,3,1,AM2,AMERICA,T
3530,246,3,1,AM2,AMERICA,T
3531,246,3,0,AM2,AMERICA,T
3532,246,6,0,AM2,AMERICA,T
3533,246,15,1,AM2,AMERICA,T
3534,246,15,1,AM2,AMERICA,T
3535,246,18,1,AM2,AMERICA,T
3536,246,21,1,AM2,AMERICA,T
3537,246,21,1,AM2,AMERICA,T
3538,246,21,1,AM2,AMERICA,T
3539,246,21,0,AM2,AMERICA,T
3540,246,21,0,AM2,AMERICA,T
3541,246,21,0,AM2,AMERICA,T
3542,246,21,0,AM2,AMERICA,T
3543,246,21,0,AM2,AMERICA,T
3544,247,3,1,AF2,AFRICA,T
3545,247,3,1,AF2,AFRICA,T
3546,247,3,1,AF2,AFRICA,T
3547,247,9,1,AF2,AFRICA,T
3548,247,9,1,AF2,AFRICA,T
3549,247,21,1,AF2,AFRICA,T
3550,247,21,0,AF2,AFRICA,T
3551,247,21,0,AF2,AFRICA,T
3552,247,21,0,AF2,AFRICA,T
3553,247,21,0,AF2,AFRICA,T
3554,247,21,0,AF2,AFRICA,T
3555,247,21,0,AF2,AFRICA,T
3556,247,21,0,AF2,AFRICA,T
3557,247,21,0,AF2,AFRICA,T
3558,247,21,0,AF2,AFRICA,T
3559,248,3,1,AS2,ASIA,T
3560,248,3,1,AS2,ASIA,T
3561,248,3,1,AS2,ASIA,T
3562,248,3,1,AS2,ASIA,T
3563,248,3,1,AS2,ASIA,T
3564,248,6,1,AS2,ASIA,T
3565,248,6,1,AS2,ASIA,T
3566,248,6,0,AS2,ASIA,T
3567,248,6,0,AS2,ASIA,T
3568,248,9,1,AS2,ASIA,T
3569,248,9,0,AS2,ASIA,T
3570,248,15,1,AS2,ASIA,T
3571,248,21,1,AS2,ASIA,T
3572,248,21,0,AS2,ASIA,T
3573,248,21,0,AS2,ASIA,T
3574,249,3,1,EU1,EUROPE,T
3575,249,3,1,EU1,EUROPE,T
3576,249,3,1,EU1,EUROPE,T
3577,249,3,1,EU1,EUROPE,T
3578,249,3,1,EU1,EUROPE,T
3579,249,9,1,EU1,EUROPE,T
3580,249,9,1,EU1,EUROPE,T
3581,249,9,0,EU1,EUROPE,T
3582,249,15,1,EU1,EUROPE,T
3583,249,21,0,EU1,EUROPE,T
3584,249,21,0,EU1,EUROPE,T
3585,249,21,0,EU1,EUROPE,T
3586,249,21,0,EU1,EUROPE,T
3587,249,21,0,EU1,EUROPE,T
3588,249,21,0,EU1,EUROPE,T
3589,250,6,1,EU1,EUROPE,T
3590,250,9,1,EU1,EUROPE,T
3591,250,12,1,EU1,EUROPE,T
3592,250,18,1,EU1,EUROPE,T
3593,250,18,1,EU1,EUROPE,T
3594,250,21,0,EU1,EUROPE,T
3595,250,21,0,EU1,EUROPE,T
3596,250,21,0,EU1,EUROPE,T
3597,250,21,0,EU1,EUROPE,T
3598,250,21,0,EU1,EUROPE,T
3599,250,21,0,EU1,EUROPE,T
3600,250,21,0,EU1,EUROPE,T
3601,250,21,0,EU1,EUROPE,T
3602,250,21,0,EU1,EUROPE,T
3603,250,21,0,EU1,EUROPE,T
3604,251,3,1,AF1,AFRICA,T
3605,251,3,1,AF1,AFRICA,T
3606,251,3,1,AF1,AFRICA,T
3607,251,3,1,AF1,AFRICA,T
3608,251,3,1,AF1,AFRICA,T
3609,251,6,1,AF1,AFRICA,T
3610,251,12,1,AF1,AFRICA,T
3611,251,15,1,AF1,AFRICA,T
3612,251,18,1,AF1,AFRICA,T
3613,251,21,0,AF1,AFRICA,T
3614,251,21,0,AF1,AFRICA,T
3615,251,21,0,AF1,AFRICA,T
3616,251,21,0,AF1,AFRICA,T
3617,251,21,0,AF1,AFRICA,T
3618,252,3,1,AF1,AFRICA,C
3619,252,3,1,AF1,AFRICA,C
3620,252,3,1,AF1,AFRICA,C
3621,252,3,1,AF1,AFRICA,C
3622,252,21,0,AF1,AFRICA,C
3623,252,21,0,AF1,AFRICA,C
3624,252,21,0,AF1,AFRICA,C
3625,252,21,0,AF1,AFRICA,C
3626,252,21,0,AF1,AFRICA,C
3627,252,21,0,AF1,AFRICA,C
3628,252,21,0,AF1,AFRICA,C
3629,252,21,0,AF1,AFRICA,C
3630,252,21,0,AF1,AFRICA,C
3631,252,21,0,AF1,AFRICA,C
3632,252,21,0,AF1,AFRICA,C
3633,253,3,1,AS2,ASIA,T
3634,253,3,1,AS2,ASIA,T
3635,253,12,1,AS2,ASIA,T
3636,253,12,1,AS2,ASIA,T
3637,253,12,0,AS2,ASIA,T
3638,253,21,0,AS2,ASIA,T
3639,253,21,0,AS2,ASIA,T
3640,253,21,0,AS2,ASIA,T
3641,253,21,0,AS2,ASIA,T
3642,253,21,0,AS2,ASIA,T
3643,253,21,0,AS2,ASIA,T
3644,253,21,0,AS2,ASIA,T
3645,253,21,0,AS2,ASIA,T
3646,254,3,1,EU1,EUROPE,T
3647,254,3,1,EU1,EUROPE,T
3648,254,3,1,EU1,EUROPE,T
