FLY,VIAL,TIME,CENSUS,POPULATION,CONTINENT,TREATMENT
1394,97,21,0,AS2,ASIA,T
1395,97,21,0,AS2,ASIA,T
1396,98,9,1,EU1,EUROPE,T
1397,98,12,1,EU1,EUROPE,T
1398,98,12,1,EU1,EUROPE,T
1399,98,18,1,EU1,EUROPE,T
1400,98,18,1,EU1,EUROPE,T
1401,98,21,1,EU1,EUROPE,T
1402,98,21,1,EU1,EUROPE,T
1403,98,21,1,EU1,EUROPE,T
1404,98,21,0,EU1,EUROPE,T
1405,98,21,0,EU1,EUROPE,T
1406,98,21,0,EU1,EUROPE,T
1407,98,21,0,EU1,EUROPE,T
1408,98,21,0,EU1,EUROPE,T
1409,98,21,0,EU1,EUROPE,T
1410,98,21,0,EU1,EUROPE,T
1411,99,6,1,AM2,AMERICA,T
1412,99,9,1,AM2,AMERICA,T
1413,99,9,1,AM2,AMERICA,T
1414,99,15,1,AM2,AMERICA,T
1415,99,15,1,AM2,AMERICA,T
1416,99,21,1,AM2,AMERICA,T
1417,99,21,1,AM2,AMERICA,T
1418,99,21,0,AM2,AMERICA,T
1419,99,21,0,AM2,AMERICA,T
1420,99,21,0,AM2,AMERICA,T
1421,99,21,0,AM2,AMERICA,T
1422,99,21,0,AM2,AMERICA,T
1423,99,21,0,AM2,AMERICA,T
1424,99,21,0,AM2,AMERICA,T
1425,100,3,1,AS2,ASIA,T
1426,100,9,0,AS2,ASIA,T
1427,100,15,1,AS2,ASIA,T
1428,100,15,1,AS2,ASIA,T
1429,100,21,1,AS2,ASIA,T
1430,100,21,0,AS2,ASIA,T
1431,100,21,0,AS2,ASIA,T
1432,100,21,0,AS2,ASIA,T
1433,100,21,0,AS2,ASIA,T
1434,100,21,0,AS2,ASIA,T
1435,100,21,0,AS2,ASIA,T
1436,100,21,0,AS2,ASIA,T
1437,100,21,0,AS2,ASIA,T
1438,100,21,0,AS2,ASIA,T
1439,100,21,0,AS2,ASIA,T
1440,101,3,1,EU2,EUROPE,T
1441,101,3,1,EU2,EUROPE,T
1442,101,3,1,EU2,EUROPE,T
1443,101,3,1,EU2,EUROPE,T
1444,101,3,1,EU2,EUROPE,T
1445,101,6,1,EU2,EUROPE,T
1446,101,6,1,EU2,EUROPE,T
1447,101,12,0,EU2,EUROPE,T
1448,101,21,1,EU2,EUROPE,T
1449,101,21,1,EU2,EUROPE,T
1450,101,21,0,EU2,EUROPE,T
1451,101,21,0,EU2,EUROPE,T
1452,101,21,0,EU2,EUROPE,T
1453,101,21,0,EU2,EUROPE,T
1454,101,21,0,EU2,EUROPE,T
1455,102,3,1,AF1,AFRICA,T
1456,102,3,1,AF1,AFRICA,T
1457,102,3,1,AF1,AFRICA,T
1458,102,3,1,AF1,AFRICA,T
1459,102,3,1,AF1,AFRICA,T
1460,102,3,1,AF1,AFRICA,T
1461,102,3,1,AF1,AFRICA,T
1462,102,3,1,AF1,AFRICA,T
1463,102,3,1,AF1,AFRICA,T
1464,102,3,1,AF1,AFRICA,T
1465,102,15,1,AF1,AFRICA,T
1466,102,15,1,AF1,AFRICA,T
1467,102,21,1,AF1,AFRICA,T
1468,102,21,0,AF1,AFRICA,T
1469,103,3,1,AM1,AMERICA,C
1470,103,3,1,AM1,AMERICA,C
1471,103,21,0,AM1,AMERICA,C
1472,103,21,0,AM1,AMERICA,C
1473,103,21,0,AM1,AMERICA,C
1474,103,21,0,AM1,AMERICA,C
1475,103,21,0,AM1,AMERICA,C
1476,103,21,0,AM1,AMERICA,C
1477,103,21,0,AM1,AMERICA,C
1478,103,21,0,AM1,AMERICA,C
1479,103,21,0,AM1,AMERICA,C
1480,103,21,0,AM1,AMERICA,C
1481,103,21,0,AM1,AMERICA,C
1482,103,21,0,AM1,AMERICA,C
1483,103,21,0,AM1,AMERICA,C
1484,104,3,1,AS2,ASIA,T
1485,104,3,1,AS2,ASIA,T
1486,104,3,1,AS2,ASIA,T
1487,104,3,1,AS2,ASIA,T
1488,104,6,1,AS2,ASIA,T
1489,104,9,1,AS2,ASIA,T
1490,104,9,1,AS2,ASIA,T
1491,104,9,0,AS2,ASIA,T
1492,104,12,1,AS2,ASIA,T
1493,104,12,1,AS2,ASIA,T
1494,104,21,1,AS2,ASIA,T
1495,104,21,0,AS2,ASIA,T
1496,104,21,0,AS2,ASIA,T
1497,104,21,0,AS2,ASIA,T
1498,104,21,0,AS2,ASIA,T
1499,105,3,1,AS1,ASIA,T
1500,105,3,1,AS1,ASIA,T
1501,105,3,1,AS1,ASIA,T
1502,105,3,1,AS1,ASIA,T
1503,105,3,1,AS1,ASIA,T
1504,105,3,1,AS1,ASIA,T
1505,105,3,1,AS1,ASIA,T
1506,105,3,1,AS1,ASIA,T
1507,105,3,1,AS1,ASIA,T
1508,105,21,1,AS1,ASIA,T
1509,105,21,0,AS1,ASIA,T
1510,105,21,0,AS1,ASIA,T
1511,105,21,0,AS1,ASIA,T
1512,105,21,0,AS1,ASIA,T
1513,105,21,0,AS1,ASIA,T
1514,106,3,1,AM1,AMERICA,T
1515,106,9,1,AM1,AMERICA,T
1516,106,12,1,AM1,AMERICA,T
1517,106,12,1,AM1,AMERICA,T
1518,106,12,1,AM1,AMERICA,T
1519,106,12,0,AM1,AMERICA,T
1520,106,15,1,AM1,AMERICA,T
1521,106,18,1,AM1,AMERICA,T
1522,106,18,1,AM1,AMERICA,T
1523,106,21,0,AM1,AMERICA,T
1524,106,21,0,AM1,AMERICA,T
1525,106,21,0,AM1,AMERICA,T
1526,106,21,0,AM1,AMERICA,T
1527,106,21,0,AM1,AMERICA,T
1528,106,21,0,AM1,AMERICA,T
1529,107,3,1,AM1,AMERICA,T
1530,107,6,1,AM1,AMERICA,T
1531,107,9,1,AM1,AMERICA,T
1532,107,12,1,AM1,AMERICA,T
1533,107,12,1,AM1,AMERICA,T
1534,107,12,1,AM1,AMERICA,T
1535,107,15,1,AM1,AMERICA,T
1536,107,18,1,AM1,AMERICA,T
1537,107,18,1,AM1,AMERICA,T
1538,107,18,1,AM1,AMERICA,T
1539,107,21,1,AM1,AMERICA,T
1540,107,21,1,AM1,AMERICA,T
1541,107,21,0,AM1,AMERICA,T
1542,107,21,0,AM1,AMERICA,T
1543,107,21,0,AM1,AMERICA,T
1544,108,3,1,AF2,AFRICA,T
1545,108,3,1,AF2,AFRICA,T
1546,108,3,1,AF2,AFRICA,T
1547,108,3,1,AF2,AFRICA,T
1548,108,6,1,AF2,AFRICA,T
1549,108,9,1,AF2,AFRICA,T
1550,108,12,1,AF2,AFRICA,T
1551,108,15,1,AF2,AFRICA,T
1552,108,15,1,AF2,AFRICA,T
1553,108,15,1,AF2,AFRICA,T
1554,108,15,1,AF2,AFRICA,T
1555,108,18,0,AF2,AFRICA,T
1556,108,21,0,AF2,AFRICA,T
1557,108,21,0,AF2,AFRICA,T
1558,108,21,0,AF2,AFRICA,T
1559,109,3,1,AF1,AFRICA,T
1560,109,3,1,AF1,AFRICA,T
1561,109,3,1,AF1,AFRICA,T
1562,109,3,1,AF1,AFRICA,T
1563,109,3,1,AF1,AFRICA,T
1564,109,6,1,AF1,AFRICA,T
1565,109,6,1,AF1,AFRICA,T
1566,109,12,1,AF1,AFRICA,T
1567,109,12,1,AF1,AFRICA,T
1568,109,15,1,AF1,AFRICA,T
1569,109,15,0,AF1,AFRICA,T
1570,109,21,1,AF1,AFRICA,T
1571,109,21,1,AF1,AFRICA,T
1572,110,3,1,EU2,EUROPE,C
1573,110,3,1,EU2,EUROPE,C
1574,110,3,1,EU2,EUROPE,C
1575,110,3,1,EU2,EUROPE,C
1576,110,6,0,EU2,EUROPE,C
1577,110,9,0,EU2,EUROPE,C
1578,110,15,1,EU2,EUROPE,C
1579,110,21,0,EU2,EUROPE,C
1580,110,21,0,EU2,EUROPE,C
1581,110,21,0,EU2,EUROPE,C
1582,110,21,0,EU2,EUROPE,C
1583,110,21,0,EU2,EUROPE,C
1584,110,21,0,EU2,EUROPE,C
1585,110,21,0,EU2,EUROPE,C
1586,110,21,0,EU2,EUROPE,C
1587,111,3,1,AM2,AMERICA,C
1588,111,3,1,AM2,AMERICA,C
1589,111,3,1,AM2,AMERICA,C
1590,111,3,1,AM2,AMERICA,C
1591,111,3,1,AM2,AMERICA,C
1592,111,3,1,AM2,AMERICA,C
1593,111,9,1,AM2,AMERICA,C
1594,111,12,1,AM2,AMERICA,C
1595,111,21,0,AM2,AMERICA,C
1596,111,21,0,AM2,AMERICA,C
1597,111,21,0,AM2,AMERICA,C
1598,111,21,0,AM2,AMERICA,C
1599,111,21,0,AM2,AMERICA,C
1600,112,3,1,AF2,AFRICA,T
1601,112,6,0,AF2,AFRICA,T
1602,112,9,1,AF2,AFRICA,T
1603,112,12,1,AF2,AFRICA,T
1604,112,12,1,AF2,AFRICA,T
1605,112,12,1,AF2,AFRICA,T
1606,112,15,0,AF2,AFRICA,T
1607,112,21,0,AF2,AFRICA,T
1608,112,21,0,AF2,AFRICA,T
1609,112,21,0,AF2,AFRICA,T
1610,112,21,0,AF2,AFRICA,T
1611,112,21,0,AF2,AFRICA,T
1612,112,21,0,AF2,AFRICA,T
1613,112,21,0,AF2,AFRICA,T
1614,113,3,0,EU1,EUROPE,T
1615,113,3,0,EU1,EUROPE,T
1616,113,3,0,EU1,EUROPE,T
1617,113,3,0,EU1,EUROPE,T
1618,113,3,0,EU1,EUROPE,T
1619,113,3,0,EU1,EUROPE,T
1620,113,3,0,EU1,EUROPE,T
1621,113,3,0,EU1,EUROPE,T
1622,113,3,0,EU1,EUROPE,T
1623,113,3,0,EU1,EUROPE,T
1624,113,3,0,EU1,EUROPE,T
1625,113,3,0,EU1,EUROPE,T
1626,113,3,0,EU1,EUROPE,T
1627,113,3,0,EU1,EUROPE,T
1628,113,3,0,EU1,EUROPE,T
